query_id,query_text,query_type,gold_answer,hard_case_bucket,split,ambiguity_label,conflict_label,freshness_requirement_days,refusal_expected,num_evidence,context_city,context_state,notes
gg_3a43510a,What county is Springfield in?,place_disambiguation,"NEEDS CLARIFICATION: 'Springfield' has 34 matches in GNIS. Which Springfield? Please specify state (e.g., IL, MA, MO, OH, OR).",ambiguous_name,dev,needs_clarification,none,,True,1,Springfield,,Most common US city name; exists in 34 states
gg_78c404ae,What county is Franklin in?,place_disambiguation,"NEEDS CLARIFICATION: 'Franklin' has 31 matches in GNIS. Which Franklin? Please specify state (e.g., TN, IN, MA, WI, OH).",ambiguous_name,dev,needs_clarification,none,,True,1,Franklin,,Named after Benjamin Franklin; 31 states
gg_3f57deb8,What is the population of Washington?,place_disambiguation,"NEEDS CLARIFICATION: 'Washington' has 88 matches in GNIS. Which Washington? State, DC, or city? Please specify.",ambiguous_name,dev,needs_clarification,none,,True,1,Washington,,"Most ambiguous: state, DC, 88+ cities/townships"
gg_9140e390,What county is Clinton in?,place_disambiguation,"NEEDS CLARIFICATION: 'Clinton' has 29 matches in GNIS. Which Clinton? Please specify state (e.g., IA, MS, MD, MA, SC).",ambiguous_name,dev,needs_clarification,none,,True,1,Clinton,,Named after various Clintons in US history
gg_33c53ec4,Where is Madison located?,place_disambiguation,"NEEDS CLARIFICATION: 'Madison' has 27 matches in GNIS. Which Madison? Please specify state (e.g., WI, AL, MS, IN, NJ).",ambiguous_name,test,needs_clarification,none,,True,1,Madison,,Named after President James Madison
gg_17b6d035,What county is Georgetown in?,place_disambiguation,"NEEDS CLARIFICATION: 'Georgetown' has 25 matches in GNIS. Which Georgetown? Please specify state (e.g., TX, KY, SC, DE, CO).",ambiguous_name,dev,needs_clarification,none,,True,1,Georgetown,,Also a DC neighborhood (different feature class)
gg_bea18f11,What is Salem known for?,place_disambiguation,"NEEDS CLARIFICATION: 'Salem' has 26 matches in GNIS. Which Salem? Please specify state (e.g., OR, MA, VA, NH, OH).",ambiguous_name,dev,needs_clarification,none,,True,1,Salem,,Oregon capital; Massachusetts witch trials city
gg_1d6c98ca,What county is Fairview in?,place_disambiguation,"NEEDS CLARIFICATION: 'Fairview' has 35 matches in GNIS. Which Fairview? Please specify state (e.g., TX, TN, OR, NJ, PA).",ambiguous_name,test,needs_clarification,none,,True,1,Fairview,,One of the most common US place names
gg_84100edd,What state is Manchester in?,place_disambiguation,"NEEDS CLARIFICATION: 'Manchester' has 22 matches in GNIS. Which Manchester? Please specify state (e.g., NH, CT, TN, MO, VT).",ambiguous_name,test,needs_clarification,none,,True,1,Manchester,,Largest city in New Hampshire
gg_76827701,What county is Bristol in?,place_disambiguation,"NEEDS CLARIFICATION: 'Bristol' has 21 matches in GNIS. Which Bristol? Please specify state (e.g., CT, TN, VA, PA, RI).",ambiguous_name,dev,needs_clarification,none,,True,1,Bristol,,Bristol TN/VA are twin cities on state line
gg_76af4e38,What is Arlington famous for?,place_disambiguation,"NEEDS CLARIFICATION: 'Arlington' has 18 matches in GNIS. Which Arlington? TX (AT&T Stadium), VA (Pentagon), or other state?",ambiguous_name,test,needs_clarification,none,,True,1,Arlington,,"TX city vs VA county (Pentagon, National Cemetery)"
gg_8610a9f2,What county is Richmond in?,place_disambiguation,"NEEDS CLARIFICATION: 'Richmond' has 19 matches in GNIS. Which Richmond? Please specify state (e.g., VA, CA, IN, KY, TX).",ambiguous_name,dev,needs_clarification,none,,True,1,Richmond,,Virginia capital; Staten Island = Richmond County NY
gg_1f9c29ac,What is Portland known for?,place_disambiguation,"NEEDS CLARIFICATION: 'Portland' has 21 matches in GNIS. Which Portland? OR (largest) or ME, or another state?",ambiguous_name,dev,needs_clarification,none,,True,1,Portland,,Oregon vs Maine confusion is common
gg_8853747a,What is the population of Columbia?,place_disambiguation,"NEEDS CLARIFICATION: 'Columbia' has 24 matches in GNIS. Which Columbia? Please specify state (e.g., SC, MO, MD, TN, PA).",ambiguous_name,dev,needs_clarification,none,,True,1,Columbia,,South Carolina capital; DC also uses Columbia
gg_316d56f9,What county is Chester in?,place_disambiguation,"NEEDS CLARIFICATION: 'Chester' has 20 matches in GNIS. Which Chester? Please specify state (e.g., PA, VA, SC, NY, CT).",ambiguous_name,dev,needs_clarification,none,,True,1,Chester,,Chester PA is oldest city in Pennsylvania
gg_1f8969c2,What is Auburn known for?,place_disambiguation,"NEEDS CLARIFICATION: 'Auburn' has 23 matches in GNIS. Which Auburn? AL (university), WA, NY, CA, or ME?",ambiguous_name,dev,needs_clarification,none,,True,1,Auburn,,Auburn University is in Alabama
gg_74146117,What county is Riverside in?,place_disambiguation,"NEEDS CLARIFICATION: 'Riverside' has 24 matches in GNIS. Which Riverside? Please specify state (e.g., CA, OH, NJ, IL, MO).",ambiguous_name,dev,needs_clarification,none,,True,1,Riverside,,California city is the largest
gg_3f4f5c92,What is the population of Greenville?,place_disambiguation,"NEEDS CLARIFICATION: 'Greenville' has 28 matches in GNIS. Which Greenville? Please specify state (e.g., SC, NC, MS, TX, OH).",ambiguous_name,dev,needs_clarification,none,,True,1,Greenville,,Multiple large cities with this name
gg_de87b524,What county is Jacksonville in?,place_disambiguation,"NEEDS CLARIFICATION: 'Jacksonville' has 21 matches in GNIS. Which Jacksonville? Please specify state (e.g., FL, NC, IL, TX, AR).",ambiguous_name,dev,needs_clarification,none,,True,1,Jacksonville,,FL city is largest by area in contiguous US
gg_e12f4c69,What is Newport famous for?,place_disambiguation,"NEEDS CLARIFICATION: 'Newport' has 22 matches in GNIS. Which Newport? RI (mansions/jazz), KY, OR, or other state?",ambiguous_name,dev,needs_clarification,none,,True,1,Newport,,Rhode Island Newport famous for Gilded Age mansions
gg_ea0cd559,What county is Oxford in?,place_disambiguation,"NEEDS CLARIFICATION: 'Oxford' has 20 matches in GNIS. Which Oxford? Please specify state (e.g., MS, OH, AL, NC, PA).",ambiguous_name,test,needs_clarification,none,,True,1,Oxford,,Multiple college towns with this name
gg_6afe4d4e,What state is Burlington in?,place_disambiguation,"NEEDS CLARIFICATION: 'Burlington' has 18 matches in GNIS. Which Burlington? Please specify state (e.g., VT, NC, NJ, IA, WA).",ambiguous_name,dev,needs_clarification,none,,True,1,Burlington,,Vermont Burlington is largest city in VT
gg_feb31e9c,What county is Troy in?,place_disambiguation,"NEEDS CLARIFICATION: 'Troy' has 19 matches in GNIS. Which Troy? Please specify state (e.g., MI, NY, OH, AL, MO).",ambiguous_name,test,needs_clarification,none,,True,1,Troy,,Multiple significant cities
gg_9d5551b6,What is Lancaster famous for?,place_disambiguation,"NEEDS CLARIFICATION: 'Lancaster' has 17 matches in GNIS. Which Lancaster? PA (Amish), CA, OH, TX, or SC?",ambiguous_name,dev,needs_clarification,none,,True,1,Lancaster,,Pennsylvania city known for Amish community
gg_a1104b2c,What is Dover known for?,place_disambiguation,"NEEDS CLARIFICATION: 'Dover' has 18 matches in GNIS. Which Dover? DE (state capital), NH, NJ, OH, or PA?",ambiguous_name,dev,needs_clarification,none,,True,1,Dover,,Delaware state capital
gg_4aca5a8d,What county is Monroe in?,place_disambiguation,"NEEDS CLARIFICATION: 'Monroe' has 21 matches in GNIS. Which Monroe? Please specify state (e.g., LA, MI, NC, WA, GA).",ambiguous_name,dev,needs_clarification,none,,True,1,Monroe,,Named after President James Monroe
gg_d7ec8423,What state is Florence in?,place_disambiguation,"NEEDS CLARIFICATION: 'Florence' has 17 matches in GNIS. Which Florence? Please specify state (e.g., SC, AL, KY, AZ, OR).",ambiguous_name,test,needs_clarification,none,,True,1,Florence,,Multiple significant cities in different regions
gg_22bc74fe,What is Jackson the capital of?,place_disambiguation,"NEEDS CLARIFICATION: 'Jackson' has 22 matches in GNIS. Which Jackson? MS (state capital), TN, MI, WY, or CA?",ambiguous_name,dev,needs_clarification,none,,True,1,Jackson,,Mississippi capital; Wyoming resort town
gg_81e50dcc,What county is Lexington in?,place_disambiguation,"NEEDS CLARIFICATION: 'Lexington' has 19 matches in GNIS. Which Lexington? KY (largest), MA (Revolutionary War), or other state?",ambiguous_name,test,needs_clarification,none,,True,1,Lexington,,Kentucky city and Revolutionary War site (MA)
gg_9f0fee6c,What is the population of Marion?,place_disambiguation,"NEEDS CLARIFICATION: 'Marion' has 20 matches in GNIS. Which Marion? Please specify state (e.g., OH, IN, IL, IA, SC).",ambiguous_name,dev,needs_clarification,none,,True,1,Marion,,Named after Francis Marion 'Swamp Fox'
gg_919e19d5,What is Canton famous for?,place_disambiguation,"NEEDS CLARIFICATION: 'Canton' has 17 matches in GNIS. Which Canton? OH (Pro Football Hall of Fame), GA, MI, MS, or MA?",ambiguous_name,test,needs_clarification,none,,True,1,Canton,,Ohio city has Pro Football Hall of Fame
gg_83929e8a,What county is Clayton in?,place_disambiguation,"NEEDS CLARIFICATION: 'Clayton' has 16 matches in GNIS. Which Clayton? Please specify state (e.g., MO, NC, CA, NJ, GA).",ambiguous_name,dev,needs_clarification,none,,True,1,Clayton,,Missouri Clayton is St. Louis County seat
gg_5f5d3b9d,What is Dayton known for?,place_disambiguation,"NEEDS CLARIFICATION: 'Dayton' has 15 matches in GNIS. Which Dayton? OH (Wright Brothers), TX, TN, NV, or WA?",ambiguous_name,test,needs_clarification,none,,True,1,Dayton,,"Ohio Dayton: Wright Brothers, aviation history"
gg_df5a5320,What county is Fayette in?,place_disambiguation,"NEEDS CLARIFICATION: 'Fayette' has 14 matches in GNIS. Which Fayette? Please specify state (e.g., AL, MO, MS, IA, ME).",ambiguous_name,dev,needs_clarification,none,,True,1,Fayette,,Named after Marquis de Lafayette
gg_8b1ad58e,What is the population of Henderson?,place_disambiguation,"NEEDS CLARIFICATION: 'Henderson' has 16 matches in GNIS. Which Henderson? NV (Las Vegas suburb), KY, NC, TX, or TN?",ambiguous_name,test,needs_clarification,none,,True,1,Henderson,,Nevada Henderson is large Las Vegas suburb
gg_75b8b0b3,What county is Hanover in?,place_disambiguation,"NEEDS CLARIFICATION: 'Hanover' has 15 matches in GNIS. Which Hanover? PA, NH (Dartmouth), MA, MD, or VA?",ambiguous_name,dev,needs_clarification,none,,True,1,Hanover,,New Hampshire Hanover is home to Dartmouth College
gg_e7eecd23,What is Midland known for?,place_disambiguation,"NEEDS CLARIFICATION: 'Midland' has 14 matches in GNIS. Which Midland? TX (oil industry), MI (Dow Chemical), or other state?",ambiguous_name,dev,needs_clarification,none,,True,1,Midland,,Texas Midland: oil industry; Michigan Midland: Dow Chemical HQ
gg_5d47a784,"What district is this location (40.7128, -74.0060) in?",jurisdiction,"INTENT UNDERSPECIFIED. Which type of district? (congressional, state senate, state assembly, city council, school, community board) Stable facts: county=New York County, city=New York City, status=inc...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Lower Manhattan,,Subtype: which_district. NYC has 6+ district types; intent is underspecified
gg_6b0e5368,"Who represents the location (34.0522, -118.2437)?",jurisdiction,"INTENT UNDERSPECIFIED. Which representative? (US Congress, State Senate, State Assembly, City Council, County Supervisor, School Board) Stable facts: county=Los Angeles County, city=Los Angeles, statu...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Downtown Los Angeles,,"Subtype: which_representative. LA has city, county, state, and federal representatives"
gg_e7b3592c,"What district is the location (41.8781, -87.6298) in?",jurisdiction,"INTENT UNDERSPECIFIED. Which type of district? (congressional, state senate, state house, aldermanic ward, school) Stable facts: county=Cook County, city=Chicago, status=incorporated.",overlapping_jurisdiction,test,multi_valid,none,,False,2,Downtown Chicago,,Subtype: which_district. Chicago uses aldermanic wards for city council
gg_de8d8122,"What district is the location (29.7604, -95.3698) in?",jurisdiction,"INTENT UNDERSPECIFIED. Which type of district? (congressional, state senate, state house, city council, commissioner precinct, school) Stable facts: county=Harris County, city=Houston, status=incorpor...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Downtown Houston,,Subtype: which_district. Texas has commissioner precincts at county level
gg_f853429c,"Who represents this location (33.4484, -112.0740)?",jurisdiction,"INTENT UNDERSPECIFIED. Which representative? (US Congress, State Legislature, City Council, County Supervisor, School Board) Stable facts: county=Maricopa County, city=Phoenix, status=incorporated.",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Downtown Phoenix,,Subtype: which_representative. Arizona uses combined Legislative Districts
gg_98016ce0,"What city is Marina del Rey (33.9425, -118.4081) in?",jurisdiction,"INTENT UNDERSPECIFIED. Marina del Rey is unincorporated LA County, not within any city. County provides municipal services. Stable facts: county=Los Angeles County, city=NONE (unincorporated), status=...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Marina del Rey,,Subtype: which_authority. Common misconception - not part of LA city
gg_3c0ac023,"What city is the Las Vegas Strip (36.1147, -115.1728) in?",jurisdiction,"INTENT UNDERSPECIFIED. The Las Vegas Strip is NOT in Las Vegas city. It is in unincorporated Paradise, Clark County. Stable facts: county=Clark County, city=NONE (unincorporated - Paradise CDP), statu...",overlapping_jurisdiction,test,multi_valid,none,,False,2,Paradise,,Subtype: which_authority. Famous misconception - the Strip is not in Las Vegas city
gg_358d7bd5,"What jurisdiction handles building permits near (33.6846, -117.8265)?",jurisdiction,"INTENT UNDERSPECIFIED. Within Irvine city limits, the City handles permits. In unincorporated areas, Orange County handles permits. Stable facts: county=Orange County, city=Irvine, status=incorporated...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Irvine area,,Subtype: which_authority. Permit authority depends on incorporation
gg_8201d4ad,"What county handles zoning for Miami Beach (25.7617, -80.1918)?",jurisdiction,"INTENT UNDERSPECIFIED. Miami Beach is an incorporated city (separate from Miami). The City of Miami Beach handles zoning, not the county. Stable facts: county=Miami-Dade County, city=Miami Beach, stat...",overlapping_jurisdiction,test,multi_valid,none,,False,2,Miami Beach,,Subtype: which_authority. Miami Beach is separate from Miami city
gg_1a97318b,"What county is San Francisco (37.7749, -122.4194) in?",jurisdiction,"INTENT UNDERSPECIFIED. San Francisco is a consolidated city-county. City and county are the same jurisdiction. Stable facts: county=San Francisco County, city=San Francisco, status=consolidated_city_c...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,San Francisco,,Subtype: consolidated. Consolidated city-county since 1856
gg_75359e54,"What county is Denver (39.7392, -104.9903) in?",jurisdiction,"INTENT UNDERSPECIFIED. Denver is a consolidated city-county. Denver County and City of Denver are the same jurisdiction. Stable facts: county=Denver County, city=Denver, status=consolidated_city_count...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Denver,,Subtype: consolidated. Consolidated city-county
gg_2a5c9841,"What county is Louisville (38.2527, -85.7585) in?",jurisdiction,"INTENT UNDERSPECIFIED. Louisville and Jefferson County merged in 2003 to form Louisville Metro. They are the same jurisdiction. Stable facts: county=Jefferson County, city=Louisville Metro, status=con...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Louisville,,Subtype: consolidated. Merged city-county since 2003
gg_2585ac28,"What county is Nashville (36.1627, -86.7816) in?",jurisdiction,"INTENT UNDERSPECIFIED. Nashville and Davidson County merged in 1963. They are the same jurisdiction (Metro Nashville). Stable facts: county=Davidson County, city=Nashville (Metropolitan Government), s...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Nashville,,Subtype: consolidated. Merged city-county since 1963
gg_22be29a2,"What county is Jacksonville (30.3322, -81.6557) in?",jurisdiction,"INTENT UNDERSPECIFIED. Jacksonville and Duval County consolidated in 1968. Some small municipalities remain separate. Stable facts: county=Duval County, city=Jacksonville, status=consolidated_city_cou...",overlapping_jurisdiction,test,multi_valid,none,,False,2,Jacksonville,,Subtype: consolidated. Consolidated since 1968; some exceptions
gg_68c92fc3,"What county is Baltimore (39.2904, -76.6122) in?",jurisdiction,"INTENT UNDERSPECIFIED. Baltimore City is an independent city, NOT part of Baltimore County. They are completely separate jurisdictions. Stable facts: county=Baltimore City (independent), city=Baltimor...",overlapping_jurisdiction,test,multi_valid,none,,False,2,Baltimore,,Subtype: independent_city. Maryland independent city
gg_60b8e9b7,"What county is Virginia Beach (36.8529, -75.9780) in?",jurisdiction,"INTENT UNDERSPECIFIED. Virginia Beach is an independent city in Virginia, not part of any county. Stable facts: county=Virginia Beach (independent city), city=Virginia Beach, status=independent_city.",overlapping_jurisdiction,test,multi_valid,none,,False,2,Virginia Beach,,Subtype: independent_city. Virginia independent city system
gg_2784bd69,"What county is Richmond, VA (37.5407, -77.4360) in?",jurisdiction,"INTENT UNDERSPECIFIED. Richmond is an independent city, not part of any county. Henrico and Chesterfield Counties surround it. Stable facts: county=Richmond City (independent), city=Richmond, status=i...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Richmond,,Subtype: independent_city. Virginia capital is independent city
gg_8839792c,"What county is Norfolk (36.8468, -76.2852) in?",jurisdiction,"INTENT UNDERSPECIFIED. Norfolk is an independent city in Virginia, not part of any county. Stable facts: county=Norfolk (independent city), city=Norfolk, status=independent_city.",overlapping_jurisdiction,test,multi_valid,none,,False,2,Norfolk,,Subtype: independent_city. Virginia independent city; naval base
gg_217acd38,"Who do I contact about a noise complaint at (38.9072, -77.0369)?",jurisdiction,"INTENT UNDERSPECIFIED. In DC, noise complaints go to DCRA or MPD depending on type. DC is a federal district with unique governance. Stable facts: county=District of Columbia, city=Washington, status=...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Washington,,Subtype: which_authority. DC has unique federal district status
gg_37bf51aa,"What jurisdiction handles parking tickets at (42.3601, -71.0589)?",jurisdiction,"INTENT UNDERSPECIFIED. Parking in Boston is handled by the City of Boston Transportation Department, not Suffolk County. Stable facts: county=Suffolk County, city=Boston, status=incorporated.",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Boston,,Subtype: which_authority. City handles parking within city limits
gg_414deb8f,"What school district serves (47.6062, -122.3321)?",jurisdiction,"INTENT UNDERSPECIFIED. Seattle Public Schools serves this location. Note: school district boundaries often differ from city limits. Stable facts: county=King County, city=Seattle, status=incorporated.",overlapping_jurisdiction,dev,multi_valid,none,,False,2,Seattle,,Subtype: which_authority. School districts have own boundaries
gg_cd141a5d,"What fire district covers (37.3382, -121.8863)?",jurisdiction,"INTENT UNDERSPECIFIED. Within San Jose city limits, San Jose Fire Department responds. Outside city, various fire protection districts serve. Stable facts: county=Santa Clara County, city=San Jose, st...",overlapping_jurisdiction,test,multi_valid,none,,False,2,San Jose,,Subtype: which_authority. Fire service depends on incorporation
gg_d6121dd2,"What district handles trash collection at (32.7157, -117.1611)?",jurisdiction,"INTENT UNDERSPECIFIED. Within San Diego city, the city handles residential trash. Unincorporated areas use private haulers or county. Stable facts: county=San Diego County, city=San Diego, status=inco...",overlapping_jurisdiction,dev,multi_valid,none,,False,2,San Diego,,Subtype: which_authority. Service depends on incorporation
gg_dd9da984,"What county is Columbus (39.9612, -82.9988) in?",jurisdiction,"INTENT UNDERSPECIFIED. Columbus spans 3 counties. This coordinate is in Franklin County, but parts of Columbus are in Delaware and Fairfield Counties. Stable facts: county=Franklin County, city=Columb...",overlapping_jurisdiction,test,multi_valid,none,,False,2,Columbus,,Subtype: multi_county. City spans multiple counties
